date;transaction_details;description;category;payment_method;withdrawal_amt;deposit_amt;user_id
2024-03-06;Housing Repairs & Keys;Charges for repairs and replacement of keys for housing units;Other Expenses;Online payment;753.0;0.0;4
2024-03-07;Highways;Fees for maintenance and development of roads and highways;Government Services;Direct debit;436.0;0.0;4
2024-03-07;Highways;Fees for maintenance and development of roads and highways;Government Services;Direct debit;436.0;0.0;4
2024-03-08;Leeds Card;Charges related to the use of the Leeds Card loyalty program;Other Expenses;Card payment;115.72;0.0;4
2024-03-08;Leeds Card;Charges related to the use of the Leeds Card loyalty program;Other Expenses;Card payment;115.72;0.0;4
2024-03-08;Asset Regeneration;Charges related to the regeneration or redevelopment of assets;Other Expenses;Bank transfer;782.28;0.0;4
2024-03-08;Blue Badge;Charges for disabled parking permits (Blue Badge);Other Expenses;Online payment;115.72;0.0;4
2024-03-08;Commercial/Market Rents;Rent payments for commercial or market spaces;Income/Salary;Bank transfer;0.0;1500.0;4
2024-03-08;Council Tax;Local government tax levied on residential properties;Government Services;Direct debit;586.0;0.0;4
2024-03-09;Entertainment Licences;Fees for licenses required for entertainment events;Other Expenses;Bank transfer;775.98;0.0;4
2024-03-09;Parking Fines;Fines issued for parking violations;Other Expenses;Online payment;119.0;0.0;4
2024-03-09;Parking Fines;Fines issued for parking violations;Other Expenses;Online payment;16.98;0.0;4
2024-03-09;Highways;Fees for maintenance and development of roads and highways;Government Services;Direct debit;532.0;0.0;4
2024-03-09;Entertainment Licences;Fees for licenses required for entertainment events;Other Expenses;Bank transfer;775.98;0.0;4
2024-03-09;Parking Fines;Fines issued for parking violations;Other Expenses;Online payment;119.0;0.0;4
2024-03-09;Entertainment Licences;Fees for licenses required for entertainment events;Other Expenses;Bank transfer;775.98;0.0;4
2024-03-09;Asset Regeneration;Charges related to the regeneration or redevelopment of assets;Other Expenses;Bank transfer;782.28;0.0;4
2024-03-09;Entertainment Licences;Fees for licenses required for entertainment events;Other Expenses;Bank transfer;775.98;0.0;4
2024-03-09;Parking Fines;Fines issued for parking violations;Other Expenses;Online payment;119.0;0.0;4
2024-03-09;Leodis;Charges for services provided by Leodis;Other Expenses;Bank transfer;478.0;0.0;4
2024-03-09;Parking Fines;Fines issued for parking violations;Other Expenses;Online payment;16.98;0.0;4
2024-03-09;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Credit card;771.0;0.0;4
2024-03-10;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Others;577.24;0.0;4
2024-03-10;Business Rates;Taxes imposed on non-residential properties used for business purposes;Government Services;Online banking;863.76;0.0;4
2024-03-10;Housing Repairs & Keys;Charges for repairs and replacement of keys for housing units;Other Expenses;Online payment;50.41;0.0;4
2024-03-10;Entertainment Licences;Fees for licenses required for entertainment events;Other Expenses;Bank transfer;521.82;0.0;4
2024-03-10;Entertainment Licences;Fees for licenses required for entertainment events;Other Expenses;Bank transfer;521.82;0.0;4
2024-03-10;Council Tax;Local government tax levied on residential properties;Government Services;Direct debit;139.06;0.0;4
2024-03-10;Entertainment Licences;Fees for licenses required for entertainment events;Other Expenses;Bank transfer;521.82;0.0;4
2024-03-10;Entertainment Licences;Fees for licenses required for entertainment events;Other Expenses;Bank transfer;521.82;0.0;4
2024-03-10;Home Ownership;;Other Expenses;Others;882.27;0.0;4
2024-03-10;Home Ownership;;Other Expenses;Others;882.27;0.0;4
2024-03-10;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Credit card;577.24;0.0;4
2024-03-10;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Credit card;577.24;0.0;4
2024-03-10;Leeds Card;Charges related to the use of the Leeds Card loyalty program;Other Expenses;Card payment;879.69;0.0;4
2024-03-10;Housing Repairs & Keys;Charges for repairs and replacement of keys for housing units;Other Expenses;Online payment;50.41;0.0;4
2024-03-10;Leeds Card;Charges related to the use of the Leeds Card loyalty program;Other Expenses;Card payment;879.69;0.0;4
2024-03-11;Nurseries;Fees for childcare services;Other Expenses;Direct debit;483.75;0.0;4
2024-03-11;Museums;Admission fees or charges for services provided by museums;Other Expenses;Cash;806.77;0.0;4
2024-03-11;Entertainment Licences;Fees for licenses required for entertainment events;Other Expenses;Bank transfer;807.7;0.0;4
2024-03-11;Meals;Charges for meals;Other Expenses;Online payment;462.97;0.0;4
2024-03-11;Meals;Charges for meals;Other Expenses;Online payment;979.24;0.0;4
2024-03-11;Meals;Charges for meals;Other Expenses;Online payment;979.24;0.0;4
2024-03-11;Meals;Charges for meals;Other Expenses;Online payment;979.24;0.0;4
2024-03-11;Highways;Fees for maintenance and development of roads and highways;Government Services;Direct debit;511.5;0.0;4
2024-03-11;Meals;Charges for meals;Other Expenses;Online payment;462.97;0.0;4
2024-03-11;Museums;Admission fees or charges for services provided by museums;Other Expenses;Cash;806.77;0.0;4
2024-03-11;Meals;Charges for meals;Other Expenses;Online payment;785.21;0.0;4
2024-03-11;Highways;Fees for maintenance and development of roads and highways;Government Services;Direct debit;511.5;0.0;4
2024-03-11;Highways;Fees for maintenance and development of roads and highways;Government Services;Direct debit;511.5;0.0;4
2024-03-11;Nurseries;Fees for childcare services;Other Expenses;Direct debit;483.75;0.0;4
2024-03-12;Nurseries;Fees for childcare services;Other Expenses;Direct debit;752.09;0.0;4
2024-03-12;Entertainment Licences;Fees for licenses required for entertainment events;Other Expenses;Bank transfer;388.5;0.0;4
2024-03-12;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;206.49;0.0;4
2024-03-12;Children's Services;Fees for various services provided to children, such as childcare or youth programs;Other Expenses;Direct debit;553.6;0.0;4
2024-03-12;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;206.49;0.0;4
2024-03-12;City & Environmental Services;Charges for various city and environmental services such as waste management, recycling, and environmental protection;Government Services;Online banking;457.85;0.0;4
2024-03-12;Leodis;Charges for services provided by Leodis;Other Expenses;Bank transfer;476.21;0.0;4
2024-03-12;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;206.49;0.0;4
2024-03-12;Children's Services;Fees for various services provided to children, such as childcare or youth programs;Other Expenses;Direct debit;553.6;0.0;4
2024-03-12;Housing Repairs & Keys;Charges for repairs and replacement of keys for housing units;Other Expenses;Online payment;730.04;0.0;4
2024-03-12;Entertainment Licences;Fees for licenses required for entertainment events;Other Expenses;Bank transfer;388.5;0.0;4
2024-03-12;Children's Services;Fees for various services provided to children, such as childcare or youth programs;Other Expenses;Direct debit;553.6;0.0;4
2024-03-12;Entertainment Licences;Fees for licenses required for entertainment events;Other Expenses;Bank transfer;388.5;0.0;4
2024-03-12;Entertainment Licences;Fees for licenses required for entertainment events;Other Expenses;Bank transfer;388.5;0.0;4
2024-03-13;Planning;Fees for planning applications or permits;Other Expenses;Online banking;325.44;0.0;4
2024-03-13;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Credit card;954.0;0.0;4
2024-03-13;Blue Badge;Charges for disabled parking permits (Blue Badge);Other Expenses;Online payment;754.0;0.0;4
2024-03-13;Council Tax;Local government tax levied on residential properties;Government Services;Direct debit;333.0;0.0;4
2024-03-13;Council Tax;Local government tax levied on residential properties;Government Services;Direct debit;50.23;0.0;4
2024-03-13;Parks and Countryside;Charges for access to parks and countryside facilities;Other Expenses;Cash;349.95;0.0;4
2024-03-13;Parks and Countryside;Charges for access to parks and countryside facilities;Other Expenses;Cash;349.95;0.0;4
2024-03-13;Blue Badge;Charges for disabled parking permits (Blue Badge);Other Expenses;Online payment;754.0;0.0;4
2024-03-13;Nurseries;Fees for childcare services;Other Expenses;Direct debit;752.09;0.0;4
2024-03-13;Planning;Fees for planning applications or permits;Other Expenses;Online banking;325.44;0.0;4
2024-03-13;Council Tax;Local government tax levied on residential properties;Government Services;Direct debit;50.23;0.0;4
2024-03-14;Meals;Charges for meals;Other Expenses;Online payment;979.24;0.0;4
2024-03-14;Highways;Fees for maintenance and development of roads and highways;Government Services;Direct debit;17.0;0.0;4
2024-03-14;Planning;Fees for planning applications or permits;Other Expenses;Online banking;827.0;0.0;4
2024-03-14;Mortgages;Payments towards mortgage loans;Other Expenses;Direct debit;970.0;0.0;4
2024-03-14;Mortgages;Payments towards mortgage loans;Other Expenses;Direct debit;970.0;0.0;4
2024-03-14;Council Tax;Local government tax levied on residential properties;Government Services;Direct debit;96.0;0.0;4
2024-03-14;Council Tax;Local government tax levied on residential properties;Government Services;Direct debit;96.0;0.0;4
2024-03-14;Highways;Fees for maintenance and development of roads and highways;Government Services;Direct debit;17.0;0.0;4
2024-03-14;Nurseries;Fees for childcare services;Other Expenses;Direct debit;533.0;0.0;4
2024-03-14;Parks and Countryside;Charges for access to parks and countryside facilities;Other Expenses;Cash;645.0;0.0;4
2024-03-14;Highways;Fees for maintenance and development of roads and highways;Government Services;Direct debit;17.0;0.0;4
2024-03-14;Highways;Fees for maintenance and development of roads and highways;Government Services;Direct debit;17.0;0.0;4
2024-03-14;Planning;Fees for planning applications or permits;Other Expenses;Online banking;827.0;0.0;4
2024-03-14;Highways;Fees for maintenance and development of roads and highways;Government Services;Direct debit;17.0;0.0;4
2024-03-14;Planning;Fees for planning applications or permits;Other Expenses;Online banking;61.0;0.0;4
2024-03-14;Parks and Countryside;Charges for access to parks and countryside facilities;Other Expenses;Cash;645.0;0.0;4
2024-03-14;Parks and Countryside;Charges for access to parks and countryside facilities;Other Expenses;Cash;645.0;0.0;4
2024-03-14;Parks and Countryside;Charges for access to parks and countryside facilities;Other Expenses;Cash;434.26;0.0;4
2024-03-14;Planning;Fees for planning applications or permits;Other Expenses;Online banking;61.0;0.0;4
2024-03-14;Parks and Countryside;Charges for access to parks and countryside facilities;Other Expenses;Cash;434.26;0.0;4
2024-03-14;Council Tax;Local government tax levied on residential properties;Government Services;Direct debit;96.0;0.0;4
2024-03-15;Housing Benefits Overpayments;Overpayments of housing benefits that need to be refunded;Debts/Overpayments;Cheque;593.0;0.0;4
2024-03-15;Museums;Admission fees or charges for services provided by museums;Other Expenses;Cash;806.0;0.0;4
2024-03-15;Business Rates;Taxes imposed on non-residential properties used for business purposes;Government Services;Online banking;812.0;0.0;4
2024-03-15;Entertainment Licences;Fees for licenses required for entertainment events;Other Expenses;Bank transfer;752.0;0.0;4
2024-03-15;Property Maintenance;;Other Expenses;Others;899.0;0.0;4
2024-03-15;Property Maintenance;;Other Expenses;Others;899.0;0.0;4
2024-03-15;Museums;Admission fees or charges for services provided by museums;Other Expenses;Cash;806.0;0.0;4
2024-03-15;Housing Benefits Overpayments;Overpayments of housing benefits that need to be refunded;Debts/Overpayments;Cheque;593.0;0.0;4
2024-03-15;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;741.0;0.0;4
2024-03-15;Entertainment Licences;Fees for licenses required for entertainment events;Other Expenses;Bank transfer;752.0;0.0;4
2024-03-15;Property Maintenance;;Other Expenses;Others;899.0;0.0;4
2024-03-15;Meals;Charges for meals;Other Expenses;Online payment;910.0;0.0;4
2024-03-15;Home Ownership;;Other Expenses;Others;670.0;0.0;4
2024-03-15;Parks and Countryside;Charges for access to parks and countryside facilities;Other Expenses;Cash;645.0;0.0;4
2024-03-15;Museums;Admission fees or charges for services provided by museums;Other Expenses;Cash;806.0;0.0;4
2024-03-15;Property Maintenance;;Other Expenses;Others;899.0;0.0;4
2024-03-15;Museums;Admission fees or charges for services provided by museums;Other Expenses;Cash;806.0;0.0;4
2024-03-15;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;741.0;0.0;4
2024-03-15;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Others;335.0;0.0;4
2024-03-16;Business Rates;Taxes imposed on non-residential properties used for business purposes;Government Services;Online banking;812.0;0.0;4
2024-03-16;Business Rates;Taxes imposed on non-residential properties used for business purposes;Government Services;Online banking;812.0;0.0;4
2024-03-16;Children's Services;Fees for various services provided to children, such as childcare or youth programs;Other Expenses;Direct debit;309.0;0.0;4
2024-03-16;City & Environmental Services;Charges for various city and environmental services such as waste management, recycling, and environmental protection;Government Services;Online banking;717.0;0.0;4
2024-03-16;City & Environmental Services;Charges for various city and environmental services such as waste management, recycling, and environmental protection;Government Services;Online banking;712.0;0.0;4
2024-03-16;City & Environmental Services;Charges for various city and environmental services such as waste management, recycling, and environmental protection;Government Services;Online banking;717.0;0.0;4
2024-03-16;Sundry Debtors;Miscellaneous outstanding debts owed to the organization;Debts/Overpayments;Direct debit;831.88;0.0;4
2024-03-16;Business Rates;Taxes imposed on non-residential properties used for business purposes;Government Services;Online banking;812.0;0.0;4
2024-03-16;City & Environmental Services;Charges for various city and environmental services such as waste management, recycling, and environmental protection;Government Services;Online banking;712.0;0.0;4
2024-03-16;Property Maintenance;;Other Expenses;Others;749.0;0.0;4
2024-03-16;City & Environmental Services;Charges for various city and environmental services such as waste management, recycling, and environmental protection;Government Services;Online banking;712.0;0.0;4
2024-03-16;Property Maintenance;;Other Expenses;Others;749.0;0.0;4
2024-03-16;Business Rates;Taxes imposed on non-residential properties used for business purposes;Government Services;Online banking;812.0;0.0;4
2024-03-16;Business Rates;Taxes imposed on non-residential properties used for business purposes;Government Services;Online banking;812.0;0.0;4
2024-03-16;Sundry Debtors;Miscellaneous outstanding debts owed to the organization;Debts/Overpayments;Direct debit;831.88;0.0;4
2024-03-16;City & Environmental Services;Charges for various city and environmental services such as waste management, recycling, and environmental protection;Government Services;Online banking;712.0;0.0;4
2024-03-16;Planning;Fees for planning applications or permits;Other Expenses;Online banking;924.0;0.0;4
2024-03-17;Business Rates;Taxes imposed on non-residential properties used for business purposes;Government Services;Online banking;309.0;0.0;4
2024-03-17;Business Rates;Taxes imposed on non-residential properties used for business purposes;Government Services;Online banking;309.0;0.0;4
2024-03-17;Mortgages;Payments towards mortgage loans;Government Services;Direct debit;970.0;0.0;4
2024-03-17;Business Rates;Taxes imposed on non-residential properties used for business purposes;Government Services;Online banking;50.0;0.0;4
2024-03-17;Mortgages;Payments towards mortgage loans;Other Expenses;Direct debit;970.0;0.0;4
2024-03-17;Mortgages;Payments towards mortgage loans;Other Expenses;Direct debit;970.0;0.0;4
2024-03-17;Asset Regeneration;Charges related to the regeneration or redevelopment of assets;Other Expenses;Bank transfer;193.0;0.0;4
2024-03-17;Asset Regeneration;Charges related to the regeneration or redevelopment of assets;Other Expenses;Bank transfer;193.0;0.0;4
2024-03-17;Asset Regeneration;Charges related to the regeneration or redevelopment of assets;Other Expenses;Bank transfer;193.0;0.0;4
2024-03-17;Business Rates;Taxes imposed on non-residential properties used for business purposes;Government Services;Online banking;309.0;0.0;4
2024-03-17;Asset Regeneration;Charges related to the regeneration or redevelopment of assets;Other Expenses;Bank transfer;193.0;0.0;4
2024-03-17;Mortgages;Payments towards mortgage loans;Other Expenses;Direct debit;970.0;0.0;4
2024-03-17;Business Rates;Taxes imposed on non-residential properties used for business purposes;Government Services;Online banking;50.0;0.0;4
2024-03-17;Business Rates;Taxes imposed on non-residential properties used for business purposes;Government Services;Online banking;309.0;0.0;4
2024-03-17;Business Rates;Taxes imposed on non-residential properties used for business purposes;Government Services;Online banking;309.0;0.0;4
2024-03-17;Business Rates;Taxes imposed on non-residential properties used for business purposes;Government Services;Online banking;50.0;0.0;4
2024-03-17;Business Rates;Taxes imposed on non-residential properties used for business purposes;Government Services;Online banking;309.0;0.0;4
2024-03-17;Mortgages;Payments towards mortgage loans;Other Expenses;Direct debit;970.0;0.0;4
2024-03-18;Commercial/Market Rents;Rent payments for commercial or market spaces;Income/Salary;Bank transfer;0.0;750.0;4
2024-03-18;Commercial/Market Rents;Rent payments for commercial or market spaces;Income/Salary;Bank transfer;0.0;1500.0;4
2024-03-18;Highways;Fees for maintenance and development of roads and highways;Government Services;Direct debit;243.32;0.0;4
2024-03-18;Commercial/Market Rents;Rent payments for commercial or market spaces;Income/Salary;Bank transfer;0.0;1800.0;4
2024-03-18;Highways;Fees for maintenance and development of roads and highways;Government Services;Direct debit;243.32;0.0;4
2024-03-18;Leeds Card;Charges related to the use of the Leeds Card loyalty program;Other Expenses;Card payment;1000.0;0.0;4
2024-03-18;Leeds Card;Charges related to the use of the Leeds Card loyalty program;Other Expenses;Card payment;1000.0;0.0;4
2024-03-18;Commercial/Market Rents;Rent payments for commercial or market spaces;Income/Salary;Bank transfer;0.0;750.0;4
2024-03-19;Asset Regeneration;Charges related to the regeneration or redevelopment of assets;Other Expenses;Bank transfer;58.0;0.0;4
2024-03-19;Housing Repairs & Keys;Charges for repairs and replacement of keys for housing units;Other Expenses;Online payment;42.0;0.0;4
2024-03-19;Housing Repairs & Keys;Charges for repairs and replacement of keys for housing units;Other Expenses;Online payment;42.0;0.0;4
2024-03-19;Asset Regeneration;Charges related to the regeneration or redevelopment of assets;Other Expenses;Bank transfer;58.0;0.0;4
2024-03-20;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;202.0;0.0;4
2024-03-20;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;921.0;0.0;4
2024-03-20;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;202.0;0.0;4
2024-03-20;City & Environmental Services;Charges for various city and environmental services such as waste management, recycling, and environmental protection;Government Services;Online banking;327.0;0.0;4
2024-03-20;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;921.0;0.0;4
2024-03-20;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;921.0;0.0;4
2024-03-20;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;921.0;0.0;4
2024-03-21;Parks and Countryside;Charges for access to parks and countryside facilities;Other Expenses;Cash;657.0;0.0;4
2024-03-22;Council Tax;Local government tax levied on residential properties;Government Services;Direct debit;257.0;0.0;4
2024-03-22;Council Tax;Local government tax levied on residential properties;Government Services;Direct debit;257.0;0.0;4
2024-03-22;Council Tax;Local government tax levied on residential properties;Government Services;Direct debit;257.0;0.0;4
2024-03-22;Entertainment Licences;Fees for licenses required for entertainment events;Other Expenses;Bank transfer;21.0;0.0;4
2024-03-23;Council Tax;Local government tax levied on residential properties;Government Services;Direct debit;586.0;0.0;4
2024-03-23;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;572.0;0.0;4
2024-03-23;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;572.0;0.0;4
2024-03-23;Planning;Fees for planning applications or permits;Other Expenses;Online banking;611.0;0.0;4
2024-03-23;Parking Fines;Fines issued for parking violations;Other Expenses;Online payment;245.0;0.0;4
2024-03-23;Planning;Fees for planning applications or permits;Other Expenses;Online banking;611.0;0.0;4
2024-03-23;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Credit card;299.0;0.0;4
2024-03-23;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Credit card;299.0;0.0;4
2024-03-23;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Credit card;299.0;0.0;4
2024-03-23;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;572.0;0.0;4
2024-03-23;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;572.0;0.0;4
2024-03-23;Parking Fines;Fines issued for parking violations;Other Expenses;Online payment;245.0;0.0;4
2024-03-23;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;572.0;0.0;4
2024-03-23;Planning;Fees for planning applications or permits;Other Expenses;Online banking;611.0;0.0;4
2024-03-24;Property Maintenance;;Other Expenses;Others;812.0;0.0;4
2024-03-24;Sundry Debtors;Miscellaneous outstanding debts owed to the organization;Debts/Overpayments;Direct debit;294.0;0.0;4
2024-03-24;Property Maintenance;;Other Expenses;Others;812.0;0.0;4
2024-03-24;Parks and Countryside;Charges for access to parks and countryside facilities;Other Expenses;Cash;287.0;0.0;4
2024-03-24;Sundry Debtors;Miscellaneous outstanding debts owed to the organization;Debts/Overpayments;Direct debit;294.0;0.0;4
2024-03-24;Property Maintenance;;Other Expenses;Others;812.0;0.0;4
2024-03-24;Museums;Admission fees or charges for services provided by museums;Other Expenses;Cash;326.0;0.0;4
2024-03-24;Property Maintenance;;Other Expenses;Others;812.0;0.0;4
2024-03-25;Parks and Countryside;Charges for access to parks and countryside facilities;Other Expenses;Cash;287.0;0.0;4
2024-03-25;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;607.0;0.0;4
2024-03-25;Parks and Countryside;Charges for access to parks and countryside facilities;Other Expenses;Cash;287.0;0.0;4
2024-03-25;Leeds Card;Charges related to the use of the Leeds Card loyalty program;Other Expenses;Card payment;655.0;0.0;4
2024-03-25;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;607.0;0.0;4
2024-03-25;Leeds Card;Charges related to the use of the Leeds Card loyalty program;Other Expenses;Card payment;655.0;0.0;4
2024-03-25;Parks and Countryside;Charges for access to parks and countryside facilities;Other Expenses;Cash;287.0;0.0;4
2024-03-25;Highways;Fees for maintenance and development of roads and highways;Government Services;Direct debit;326.0;0.0;4
2024-03-25;Parks and Countryside;Charges for access to parks and countryside facilities;Other Expenses;Cash;287.0;0.0;4
2024-03-25;Leeds Card;Charges related to the use of the Leeds Card loyalty program;Other Expenses;Card payment;655.0;0.0;4
2024-03-26;Housing Benefits Overpayments;Overpayments of housing benefits that need to be refunded;Debts/Overpayments;Cheque;948.0;0.0;4
2024-03-26;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;607.0;0.0;4
2024-03-26;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Credit card;89.0;0.0;4
2024-03-27;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;961.89;0.0;4
2024-03-27;Children's Services;Fees for various services provided to children, such as childcare or youth programs;Other Expenses;Direct debit;745.0;0.0;4
2024-03-27;Children's Services;Fees for various services provided to children, such as childcare or youth programs;Other Expenses;Direct debit;745.0;0.0;4
2024-03-27;Children's Services;Fees for various services provided to children, such as childcare or youth programs;Other Expenses;Direct debit;745.0;0.0;4
2024-03-28;Fund Transfer From Bank Islam;Transfer of funds from Bank Islam;Income/Salary;Bank transfer;0.0;50000.0;4
2024-03-29;Mortgages;Payments towards mortgage loans;Other Expenses;Direct debit;560.0;0.0;4
2024-03-29;Mortgages;Payments towards mortgage loans;Other Expenses;Direct debit;560.0;0.0;4
2024-03-29;Mortgages;Payments towards mortgage loans;Other Expenses;Direct debit;560.0;0.0;4
2024-03-29;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Credit card;153.02;0.0;4
2024-03-29;Commercial/Market Rents;Rent payments for commercial or market spaces;Income/Salary;Bank transfer;0.0;667.0;4
2024-03-29;Commercial/Market Rents;Rent payments for commercial or market spaces;Income/Salary;Bank transfer;0.0;600.0;4
2024-03-29;Business Rates;Taxes imposed on non-residential properties used for business purposes;Government Services;Online banking;135.89;0.0;4
2024-03-29;Mortgages;Payments towards mortgage loans;Other Expenses;Direct debit;560.0;0.0;4
2024-03-29;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Others;153.02;0.0;4
2024-03-29;Commercial/Market Rents;Rent payments for commercial or market spaces;Income/Salary;Bank transfer;0.0;600.0;4
2024-03-29;Commercial/Market Rents;Rent payments for commercial or market spaces;Income/Salary;Bank transfer;0.0;1500.0;4
2024-03-29;Mortgages;Payments towards mortgage loans;Other Expenses;Direct debit;560.0;0.0;4
2024-03-29;Commercial/Market Rents;Rent payments for commercial or market spaces;Income/Salary;Bank transfer;0.0;700.0;4
2024-03-29;Commercial/Market Rents;Rent payments for commercial or market spaces;Income/Salary;Bank transfer;0.0;1770.0;4
2024-03-29;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Credit card;153.02;0.0;4
2024-03-29;Commercial/Market Rents;Rent payments for commercial or market spaces;Income/Salary;Bank transfer;0.0;500.0;4
2024-03-29;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;342.0;0.0;4
2024-03-30;Mortgages;Payments towards mortgage loans;Other Expenses;Direct debit;560.0;0.0;4
2024-03-30;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;208.0;0.0;4
2024-03-30;Property Maintenance;;Other Expenses;Others;910.0;0.0;4
2024-03-30;Fund Transfer From Bank Islam;Transfer of funds from Bank Islam;Income/Salary;Bank transfer;0.0;4000.0;4
2024-03-30;Property Maintenance;;Other Expenses;Others;910.0;0.0;4
2024-03-30;Property Maintenance;;Other Expenses;Others;910.0;0.0;4
2024-03-30;Mortgages;Payments towards mortgage loans;Other Expenses;Direct debit;560.0;0.0;4
2024-03-30;Mortgages;Payments towards mortgage loans;Other Expenses;Direct debit;560.0;0.0;4
2024-03-30;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;208.0;0.0;4
2024-03-31;Mortgages;Payments towards mortgage loans;Other Expenses;Direct debit;970.0;0.0;4
2024-03-31;Mortgages;Payments towards mortgage loans;Other Expenses;Direct debit;970.0;0.0;4
2024-03-31;Housing Benefits Overpayments;Overpayments of housing benefits that need to be refunded;Debts/Overpayments;Cheque;37.0;0.0;4
2024-03-31;Blue Badge;Charges for disabled parking permits (Blue Badge);Other Expenses;Online payment;826.95;0.0;4
2024-03-31;Housing Benefits Overpayments;Overpayments of housing benefits that need to be refunded;Debts/Overpayments;Cheque;37.0;0.0;4
2024-03-31;Blue Badge;Charges for disabled parking permits (Blue Badge);Other Expenses;Online payment;826.95;0.0;4
2024-03-31;Council Tax;Local government tax levied on residential properties;Government Services;Direct debit;73.0;0.0;4
2024-03-31;Council Tax;Local government tax levied on residential properties;Government Services;Direct debit;73.0;0.0;4
2024-03-31;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;255.22;0.0;4
2024-03-31;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;255.22;0.0;4
2024-03-31;Leodis;Charges for services provided by Leodis;Other Expenses;Bank transfer;63.0;0.0;4
2024-03-31;Mortgages;Payments towards mortgage loans;Other Expenses;Direct debit;970.0;0.0;4
2024-03-31;Leodis;Charges for services provided by Leodis;Other Expenses;Bank transfer;63.0;0.0;4
2024-03-31;Housing Benefits Overpayments;Overpayments of housing benefits that need to be refunded;Debts/Overpayments;Cheque;37.0;0.0;4
2024-03-31;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;342.0;0.0;4
2024-03-31;Blue Badge;Charges for disabled parking permits (Blue Badge);Other Expenses;Online payment;826.95;0.0;4
2024-03-31;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;255.22;0.0;4
2024-03-31;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;342.0;0.0;4
2024-03-31;Leodis;Charges for services provided by Leodis;Other Expenses;Bank transfer;63.0;0.0;4
2024-03-31;Leodis;Charges for services provided by Leodis;Other Expenses;Bank transfer;63.0;0.0;4
2024-03-31;Housing Benefits Overpayments;Overpayments of housing benefits that need to be refunded;Debts/Overpayments;Cheque;37.0;0.0;4
2024-03-31;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;255.22;0.0;4
2024-03-31;Property Maintenance;;Other Expenses;Others;910.0;0.0;4
2024-03-31;Leodis;Charges for services provided by Leodis;Other Expenses;Bank transfer;63.0;0.0;4
2024-03-31;Housing Benefits Overpayments;Overpayments of housing benefits that need to be refunded;Debts/Overpayments;Cheque;37.0;0.0;4
2024-01-01;Fund Transfer From Bank Islam;Transfer of funds from Bank Islam;Income/Salary;Bank transfer;0.0;200000.0;5
2024-01-01;Highways;Fees for maintenance and development of roads and highways;Government Services;Direct debit;753.0;0.0;5
2024-01-01;Commercial/Market Rents;Rent payments for commercial or market spaces;Income/Salary;Bank transfer;0.0;1800.0;5
2024-01-01;Housing Benefits Overpayments;Overpayments of housing benefits that need to be refunded;Debts/Overpayments;Cheque;957.0;0.0;5
